序號,Month,Day,Hour,Minute,Class,答案,LocationCode,Sunlight(Lux)_normalized,仰角,MinutesOfDay,Time_sin,Time_cos
20240111150001,1,11,15,0,1,,1,0.03796684314142832,28.36,900,-0.7071067811865475,-0.7071067811865477
20240111151001,1,11,15,10,1,,1,0.03255505296625911,26.69,910,-0.7372773368101239,-0.6755902076156604
20240111152001,1,11,15,20,1,,1,0.02885442765373729,24.95,920,-0.7660444431189779,-0.6427876096865395
20240111153001,1,11,15,30,1,,1,0.026646949028834042,23.16,930,-0.7933533402912349,-0.6087614290087209
20240111154001,1,11,15,40,1,,1,0.020870537856241104,21.32,940,-0.8191520442889916,-0.5735764363510464
20240111155001,1,11,15,50,1,,1,0.018730320157676537,19.42,950,-0.8433914458128855,-0.5372996083468242
20240111160001,1,11,16,0,1,,1,0.016758590357450837,17.48,960,-0.8660254037844385,-0.5000000000000004
20240111161001,1,11,16,10,1,,1,0.015921044423110462,15.49,970,-0.8870108331782215,-0.46174861323503436
20240111162001,1,11,16,20,1,,1,0.015313606129275738,13.47,980,-0.9063077870366497,-0.42261826174069994
20240111163001,1,11,16,30,1,,1,0.011527335067300816,11.42,990,-0.9238795325112868,-0.3826834323650895
20240111164001,1,11,16,40,1,,1,0.008256450747199058,9.34,1000,-0.9396926207859082,-0.3420201433256694
20240111165001,1,11,16,50,1,,1,0.004966476455961387,7.24,1010,-0.9537169507482267,-0.3007057995042738
20240117090001,1,17,9,0,1,,1,0.10866499227145027,28.52,540,0.7071067811865476,-0.7071067811865475
20240117091001,1,17,9,10,1,,1,0.15058873530453473,30.16,550,0.6755902076156604,-0.737277336810124
20240117092001,1,17,9,20,1,,1,0.1849640046997521,31.74,560,0.6427876096865395,-0.7660444431189779
20240117093001,1,17,9,30,1,,1,0.10585150264027386,33.25,570,0.6087614290087204,-0.7933533402912353
20240117094001,1,17,9,40,1,,1,0.10523484644760403,34.67,580,0.5735764363510464,-0.8191520442889916
20240117095001,1,17,9,50,1,,1,0.06056979375431368,36.02,590,0.5372996083468238,-0.8433914458128857
20240117100001,1,17,10,0,1,,1,0.0761934950978577,37.28,600,0.49999999999999994,-0.8660254037844387
20240117101001,1,17,10,10,1,,1,0.07731777290840502,38.45,610,0.4617486132350339,-0.8870108331782217
20240117102001,1,17,10,20,1,,1,0.11101620215210667,39.54,620,0.4226182617406995,-0.9063077870366499
20240117103001,1,17,10,30,1,,1,0.14393372668868787,40.53,630,0.3826834323650899,-0.9238795325112867
20240117104001,1,17,10,40,1,,1,0.16825002557435945,41.43,640,0.3420201433256689,-0.9396926207859083
20240117105001,1,17,10,50,1,,1,0.22127842265829883,42.23,650,0.30070579950427334,-0.9537169507482268
20240117110001,1,17,11,0,1,,1,0.2431606780101875,42.93,660,0.258819045102521,-0.9659258262890682
20240117111001,1,17,11,10,1,,1,0.304794548624684,43.53,670,0.21643961393810318,-0.9762960071199333
20240117112001,1,17,11,20,1,,1,0.284551991808253,44.03,680,0.17364817766693028,-0.984807753012208
20240117113001,1,17,11,30,1,,1,0.2602442141691544,44.43,690,0.13052619222005157,-0.9914448613738104
20240117114001,1,17,11,40,1,,1,0.20121497343932543,44.72,700,0.08715574274765864,-0.9961946980917455
20240117115001,1,17,11,50,1,,1,0.17967398424255843,44.91,710,0.04361938736533607,-0.9990482215818578
20240117120001,1,17,12,0,1,,1,0.172710282212727,45.0,720,1.2246467991473532e-16,-1.0
20240117121001,1,17,12,10,1,,1,0.20707846614469233,44.97,730,-0.04361938736533627,-0.9990482215818578
20240117122001,1,17,12,20,1,,1,0.22084017741082443,44.85,740,-0.08715574274765794,-0.9961946980917455
20240117123001,1,17,12,30,1,,1,0.2020093269334099,44.62,750,-0.13052619222005132,-0.9914448613738105
20240117124001,1,17,12,40,1,,1,0.20797617904636007,44.28,760,-0.17364817766693047,-0.984807753012208
20240117125001,1,17,12,50,1,,1,0.18457108432811667,43.84,770,-0.21643961393810293,-0.9762960071199334
20240117130001,1,17,13,0,1,,1,0.17422465130706452,43.3,780,-0.25881904510252035,-0.9659258262890684
20240117131001,1,17,13,10,1,,1,0.16884967325692063,42.66,790,-0.30070579950427306,-0.9537169507482269
20240117132001,1,17,13,20,1,,1,0.16635120638040363,41.92,800,-0.34202014332566866,-0.9396926207859084
20240117133001,1,17,13,30,1,,1,0.16059391916198376,41.08,810,-0.3826834323650892,-0.923879532511287
20240117134001,1,17,13,40,1,,1,0.18298236884418842,40.14,820,-0.4226182617406993,-0.90630778703665
20240117135001,1,17,13,50,1,,1,0.1916551202926028,39.12,830,-0.4617486132350337,-0.8870108331782218
20240117140001,1,17,14,0,1,,1,0.18612438948730328,37.99,840,-0.5000000000000001,-0.8660254037844386
20240117141001,1,17,14,10,1,,1,0.15416971483890474,36.79,850,-0.5372996083468236,-0.8433914458128858
20240117142001,1,17,14,20,1,,1,0.15111407058054235,35.49,860,-0.5735764363510458,-0.819152044288992
20240117143001,1,17,14,30,1,,1,0.09808503914657561,34.11,870,-0.6087614290087207,-0.7933533402912352
20240117144001,1,17,14,40,1,,1,0.06646799163640074,32.65,880,-0.6427876096865393,-0.766044443118978
20240117145001,1,17,14,50,1,,1,0.05136749313328132,31.12,890,-0.6755902076156598,-0.7372773368101244
20240117150001,1,17,15,0,1,,1,0.08262976339913564,29.51,900,-0.7071067811865475,-0.7071067811865477
20240117151001,1,17,15,10,1,,1,0.0817192983627661,27.84,910,-0.7372773368101239,-0.6755902076156604
20240117152001,1,17,15,20,1,,1,0.05066304176405675,26.1,920,-0.7660444431189779,-0.6427876096865395
20240117153001,1,17,15,30,1,,1,0.03207008104266212,24.3,930,-0.7933533402912349,-0.6087614290087209
20240117154001,1,17,15,40,1,,1,0.0306788834665838,22.44,940,-0.8191520442889916,-0.5735764363510464
20240117155001,1,17,15,50,1,,1,0.02492727141537303,20.53,950,-0.8433914458128855,-0.5372996083468242
20240117160001,1,17,16,0,1,,1,0.022956943415431003,18.57,960,-0.8660254037844385,-0.5000000000000004
20240117161001,1,17,16,10,1,,1,0.02256756577542159,16.57,970,-0.8870108331782215,-0.46174861323503436
20240117162001,1,17,16,20,1,,1,0.028171912335012466,14.52,980,-0.9063077870366497,-0.42261826174069994
20240117163001,1,17,16,30,1,,1,0.02355802688131305,12.45,990,-0.9238795325112868,-0.3826834323650895
20240117164001,1,17,16,40,1,,1,0.02149356586838219,10.35,1000,-0.9396926207859082,-0.3420201433256694
20240117165001,1,17,16,50,1,,1,0.020768597240460145,8.22,1010,-0.9537169507482267,-0.3007057995042738
20240119090001,1,19,9,0,1,,1,0.15796378500791253,29.07,540,0.7071067811865476,-0.7071067811865475
20240119091001,1,19,9,10,1,,1,0.17245471278161414,30.76,550,0.6755902076156604,-0.737277336810124
20240119092001,1,19,9,20,1,,1,0.1927808253907117,32.37,560,0.6427876096865395,-0.7660444431189779
20240119093001,1,19,9,30,1,,1,0.18526277506688013,33.91,570,0.6087614290087204,-0.7933533402912353
20240119094001,1,19,9,40,1,,1,0.20918186322247226,35.36,580,0.5735764363510464,-0.8191520442889916
20240119095001,1,19,9,50,1,,1,0.2480563338166656,36.74,590,0.5372996083468238,-0.8433914458128857
20240119100001,1,19,10,0,1,,1,0.24617311283677548,38.03,600,0.49999999999999994,-0.8660254037844387
20240119101001,1,19,10,10,1,,1,0.221165140203859,39.23,610,0.4617486132350339,-0.8870108331782217
20240119102001,1,19,10,20,1,,1,0.24792890592299957,40.34,620,0.4226182617406995,-0.9063077870366499
20240119103001,1,19,10,30,1,,1,0.2606604978788511,41.36,630,0.3826834323650899,-0.9238795325112867
20240119104001,1,19,10,40,1,,1,0.33684789302153495,42.28,640,0.3420201433256689,-0.9396926207859083
20240119105001,1,19,10,50,1,,1,0.30008285149422104,43.11,650,0.30070579950427334,-0.9537169507482268
20240119110001,1,19,11,0,1,,1,0.23204962665258344,43.83,660,0.258819045102521,-0.9659258262890682
20240119111001,1,19,11,10,1,,1,0.2810527499740604,44.45,670,0.21643961393810318,-0.9762960071199333
20240119112001,1,19,11,20,1,,1,0.2974144864233222,44.97,680,0.17364817766693028,-0.984807753012208
20240119113001,1,19,11,30,1,,1,0.422388337538182,45.38,690,0.13052619222005157,-0.9914448613738104
20240119114001,1,19,11,40,1,,1,0.5534427819914337,45.69,700,0.08715574274765864,-0.9961946980917455
20240119115001,1,19,11,50,1,,1,0.3435499851353948,45.9,710,0.04361938736533607,-0.9990482215818578
20240119120001,1,19,12,0,1,,1,0.2725543484978984,45.99,720,1.2246467991473532e-16,-1.0
20240119121001,1,19,12,10,1,,1,0.25905810422245784,45.98,730,-0.04361938736533627,-0.9990482215818578
20240119122001,1,19,12,20,1,,1,0.29745615812266424,45.86,740,-0.08715574274765794,-0.9961946980917455
20240119123001,1,19,12,30,1,,1,0.4132879095668563,45.64,750,-0.13052619222005132,-0.9914448613738105
20240119124001,1,19,12,40,1,,1,0.3366153895769081,45.31,760,-0.17364817766693047,-0.984807753012208
20240119125001,1,19,12,50,1,,1,0.25021127466608845,44.87,770,-0.21643961393810293,-0.9762960071199334
20240119130001,1,19,13,0,1,,1,0.21564431545389748,44.34,780,-0.25881904510252035,-0.9659258262890684
20240119131001,1,19,13,10,1,,1,0.21701142755237443,43.69,790,-0.30070579950427306,-0.9537169507482269
20240119132001,1,19,13,20,1,,1,0.20070594152540494,42.95,800,-0.34202014332566866,-0.9396926207859084
20240119133001,1,19,13,30,1,,1,0.17353437936010335,42.11,810,-0.3826834323650892,-0.923879532511287
20240119134001,1,19,13,40,1,,1,0.17849305670903187,41.17,820,-0.4226182617406993,-0.90630778703665
20240119135001,1,19,13,50,1,,1,0.17612842352868935,40.13,830,-0.4617486132350337,-0.8870108331782218
20240119140001,1,19,14,0,1,,1,0.16076667193148872,39.0,840,-0.5000000000000001,-0.8660254037844386
20240119141001,1,19,14,10,1,,1,0.14644706114397116,37.78,850,-0.5372996083468236,-0.8433914458128858
20240119142001,1,19,14,20,1,,1,0.13524611615726645,36.47,860,-0.5735764363510458,-0.819152044288992
20240119143001,1,19,14,30,1,,1,0.12314885157341846,35.08,870,-0.6087614290087207,-0.7933533402912352
20240119144001,1,19,14,40,1,,1,0.11299997044325343,33.61,880,-0.6427876096865393,-0.766044443118978
20240119145001,1,19,14,50,1,,1,0.10174734575275712,32.05,890,-0.6755902076156598,-0.7372773368101244
20240119150001,1,19,15,0,1,,1,0.09313971429933907,30.43,900,-0.7071067811865475,-0.7071067811865477
20240119151001,1,19,15,10,1,,1,0.0885293545857471,28.73,910,-0.7372773368101239,-0.6755902076156604
20240119152001,1,19,15,20,1,,1,0.07996774466043016,26.97,920,-0.7660444431189779,-0.6427876096865395
20240119153001,1,19,15,30,1,,1,0.07633228182170115,25.14,930,-0.7933533402912349,-0.6087614290087209
20240119154001,1,19,15,40,1,,1,0.07085746160832218,23.26,940,-0.8191520442889916,-0.5735764363510464
20240119155001,1,19,15,50,1,,1,0.062293736238940786,21.32,950,-0.8433914458128855,-0.5372996083468242
20240119160001,1,19,16,0,1,,1,0.05714955398580545,19.33,960,-0.8660254037844385,-0.5000000000000004
20240119161001,1,19,16,10,1,,1,0.05136960857734578,17.3,970,-0.8870108331782215,-0.46174861323503436
20240119162001,1,19,16,20,1,,1,0.0407768070324973,15.22,980,-0.9063077870366497,-0.42261826174069994
20240119163001,1,19,16,30,1,,1,0.03723408390223274,13.11,990,-0.9238795325112868,-0.3826834323650895
20240119164001,1,19,16,40,1,,1,0.029909312102362896,10.98,1000,-0.9396926207859082,-0.3420201433256694
20240119165001,1,19,16,50,1,,1,0.019167146613348646,8.81,1010,-0.9537169507482267,-0.3007057995042738
20240123090017,1,23,9,0,3,,17,0.1038634864694796,29.05,540,0.7071067811865476,-0.7071067811865475
20240123091017,1,23,9,10,3,,17,0.12649973196304212,30.73,550,0.6755902076156604,-0.737277336810124
20240123092017,1,23,9,20,3,,17,0.1251949192674756,32.33,560,0.6427876096865395,-0.7660444431189779
20240123093017,1,23,9,30,3,,17,0.10951598699275465,33.86,570,0.6087614290087204,-0.7933533402912353
20240123094017,1,23,9,40,3,,17,0.15766853188513263,35.32,580,0.5735764363510464,-0.8191520442889916
20240123095017,1,23,9,50,3,,17,0.19449765692480891,36.69,590,0.5372996083468238,-0.8433914458128857
20240123100017,1,23,10,0,3,,17,0.1972814453814899,37.98,600,0.49999999999999994,-0.8660254037844387
20240123101017,1,23,10,10,3,,17,0.17248091370328003,39.18,610,0.4617486132350339,-0.8870108331782217
20240123102017,1,23,10,20,3,,17,0.18689961902721466,40.29,620,0.4226182617406995,-0.9063077870366499
20240123103017,1,23,10,30,3,,17,0.12303983399014473,41.31,630,0.3826834323650899,-0.9238795325112867
20240123104017,1,23,10,40,3,,17,0.11750767589728367,42.23,640,0.3420201433256689,-0.9396926207859083
20240123105017,1,23,10,50,3,,17,0.10975386825301525,43.06,650,0.30070579950427334,-0.9537169507482268
20240123110017,1,23,11,0,3,,17,0.12028366524693185,43.78,660,0.258819045102521,-0.9659258262890682
20240123111017,1,23,11,10,3,,17,0.17098280549223313,44.41,670,0.21643961393810318,-0.9762960071199333
20240123112017,1,23,11,20,3,,17,0.18122232787831674,44.93,680,0.17364817766693028,-0.984807753012208
20240123113017,1,23,11,30,3,,17,0.19391429561281626,45.35,690,0.13052619222005157,-0.9914448613738104
20240123114017,1,23,11,40,3,,17,0.17676275090069282,45.67,700,0.08715574274765864,-0.9961946980917455
20240123115017,1,23,11,50,3,,17,0.18818814535221268,45.88,710,0.04361938736533607,-0.9990482215818578
20240123120017,1,23,12,0,3,,17,0.14343884021399358,45.99,720,1.2246467991473532e-16,-1.0
20240123121017,1,23,12,10,3,,17,0.1679045115395902,45.99,730,-0.04361938736533627,-0.9990482215818578
20240123122017,1,23,12,20,3,,17,0.201825257812524,45.88,740,-0.08715574274765794,-0.9961946980917455
20240123123017,1,23,12,30,3,,17,0.15588443092893747,45.67,750,-0.13052619222005132,-0.9914448613738105
20240123124017,1,23,12,40,3,,17,0.10783314699159685,45.35,760,-0.17364817766693047,-0.984807753012208
20240123125017,1,23,12,50,3,,17,0.1121510996617728,44.93,770,-0.21643961393810293,-0.9762960071199334
20240123130017,1,23,13,0,3,,17,0.11749846649420786,44.41,780,-0.25881904510252035,-0.9659258262890684
20240123131017,1,23,13,10,3,,17,0.12277361937263526,43.78,790,-0.30070579950427306,-0.9537169507482269
20240123132017,1,23,13,20,3,,17,0.09977843654461736,43.06,800,-0.34202014332566866,-0.9396926207859084
20240123133017,1,23,13,30,3,,17,0.07930225484333256,42.23,810,-0.3826834323650892,-0.923879532511287
20240123134017,1,23,13,40,3,,17,0.06742871758475961,41.31,820,-0.4226182617406993,-0.90630778703665
20240123135017,1,23,13,50,3,,17,0.05822851541627314,40.29,830,-0.4617486132350337,-0.8870108331782218
20240123140017,1,23,14,0,3,,17,0.052535651540587446,39.18,840,-0.5000000000000001,-0.8660254037844386
20240123141017,1,23,14,10,3,,17,0.04756422205695706,37.98,850,-0.5372996083468236,-0.8433914458128858
20240123142017,1,23,14,20,3,,17,0.048171660350791776,36.69,860,-0.5735764363510458,-0.819152044288992
20240123143017,1,23,14,30,3,,17,0.05377532724963905,35.32,870,-0.6087614290087207,-0.7933533402912352
20240123144017,1,23,14,40,3,,17,0.039576067388294764,33.86,880,-0.6427876096865393,-0.766044443118978
20240123145017,1,23,14,50,3,,17,0.03560996658932213,32.33,890,-0.6755902076156598,-0.7372773368101244
20240123150017,1,23,15,0,3,,17,0.03883693632962792,30.73,900,-0.7071067811865475,-0.7071067811865477
20240123151017,1,23,15,10,3,,17,0.03178899884638634,29.05,910,-0.7372773368101239,-0.6755902076156604
20240123152017,1,23,15,20,3,,17,0.02424548673194758,27.31,920,-0.7660444431189779,-0.6427876096865395
20240123153017,1,23,15,30,3,,17,0.02138807402521591,25.5,930,-0.7933533402912349,-0.6087614290087209
20240123154017,1,23,15,40,3,,17,0.019914764935551218,23.63,940,-0.8191520442889916,-0.5735764363510464
20240123155017,1,23,15,50,3,,17,0.01857455890676162,21.71,950,-0.8433914458128855,-0.5372996083468242
20240123160017,1,23,16,0,3,,17,0.014289858638466388,19.75,960,-0.8660254037844385,-0.5000000000000004
20240123161017,1,23,16,10,3,,17,0.012331594616723294,17.73,970,-0.8870108331782215,-0.46174861323503436
20240123162017,1,23,16,20,3,,17,0.010488719997725177,15.68,980,-0.9063077870366497,-0.42261826174069994
20240123163017,1,23,16,30,3,,17,0.007839461889480826,13.58,990,-0.9238795325112868,-0.3826834323650895
20240123164017,1,23,16,40,3,,17,0.00532824287826198,11.46,1000,-0.9396926207859082,-0.3420201433256694
20240123165017,1,23,16,50,3,,17,0.0033536839901910347,9.31,1010,-0.9537169507482267,-0.3007057995042738
20240124090008,1,24,9,0,1,,8,0.05234590725249244,29.78,540,0.7071067811865476,-0.7071067811865475
20240124091008,1,24,9,10,1,,8,0.05721326368475882,31.48,550,0.6755902076156604,-0.737277336810124
20240124092008,1,24,9,20,1,,8,0.057966565669929755,33.11,560,0.6427876096865395,-0.7660444431189779
20240124093008,1,24,9,30,1,,8,0.07516835430252396,34.67,570,0.6087614290087204,-0.7933533402912353
20240124094008,1,24,9,40,1,,8,0.07506356760737917,36.15,580,0.5735764363510464,-0.8191520442889916
20240124095008,1,24,9,50,1,,8,0.08740365798339748,37.54,590,0.5372996083468238,-0.8433914458128857
20240124100008,1,24,10,0,1,,8,0.07874577411374938,38.85,600,0.49999999999999994,-0.8660254037844387
20240124101008,1,24,10,10,1,,8,0.07706501557361886,40.07,610,0.4617486132350339,-0.8870108331782217
20240124102008,1,24,10,20,1,,8,0.07728874289889394,41.2,620,0.4226182617406995,-0.9063077870366499
20240124103008,1,24,10,30,1,,8,0.08266160550497337,42.23,630,0.3826834323650899,-0.9238795325112867
20240124104008,1,24,10,40,1,,8,0.07725900774136137,43.17,640,0.3420201433256689,-0.9396926207859083
20240124105008,1,24,10,50,1,,8,0.08270692188505302,44.01,650,0.30070579950427334,-0.9537169507482268
20240124110008,1,24,11,0,1,,8,0.08615408471476717,44.75,660,0.258819045102521,-0.9659258262890682
20240124111008,1,24,11,10,1,,8,0.10331621514297222,45.38,670,0.21643961393810318,-0.9762960071199333
20240124112008,1,24,11,20,1,,8,0.10070447430777467,45.92,680,0.17364817766693028,-0.984807753012208
20240124113008,1,24,11,30,1,,8,0.10599096052910162,46.34,690,0.13052619222005157,-0.9914448613738104
20240124114008,1,24,11,40,1,,8,0.11092628303572817,46.66,700,0.08715574274765864,-0.9961946980917455
20240124115008,1,24,11,50,1,,8,0.15571736182240087,46.88,710,0.04361938736533607,-0.9990482215818578
20240124120008,1,24,12,0,1,,8,0.18586738427286958,46.99,720,1.2246467991473532e-16,-1.0
